rank,finalWorth,personName,age,country,city,source,industries,selfMade,gender,birthYear,birthMonth,cpi_country,gdp_country,tertiary_education,primary_education,life_expectancy,total_tax_rate,population_country,latitude,longitude
133,13.3,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,True,M,1942.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
133,13.3,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,False,M,1942.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
133,13.3,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,True,M,1951.0,7.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
136,13.2,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,True,M,1962.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
137,13.1,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,True,M,1933.0,3.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
138,12.9,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,True,M,1959.0,3.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
138,12.9,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,True,M,1947.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
140,12.6,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,True,M,1964.0,4.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
141,12.3,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,True,M,1965.0,7.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
142,12.2,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,True,M,1973.0,2.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
142,12.2,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,True,M,1953.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
144,12.1,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,True,M,1950.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
145,12.0,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,False,F,1963.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
146,11.8,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,True,M,1923.0,10.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
147,11.6,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,True,M,1940.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
148,11.5,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,True,M,1984.0,10.0,114.52,"$421,142,267,938 ",36.8,108.4,77.8,15.9,9.770529,23.424076,53.847818
148,11.5,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,True,M,1950.0,2.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
148,11.5,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,True,M,1950.0,2.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
151,11.4,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,True,M,1964.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
151,11.4,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,True,M,1972.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
153,11.3,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,True,M,1948.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
153,11.3,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,True,M,1953.0,9.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
153,11.3,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,False,M,1960.0,4.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
153,11.3,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,True,M,1965.0,5.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
157,11.1,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,True,M,1934.0,7.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
157,11.1,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,False,M,1950.0,6.0,158.93,"$351,431,649,241 ",22.4,100.9,63.9,29.2,58.55827,-30.559482,22.937506
159,11.0,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,True,M,1965.0,1.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
159,11.0,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,True,M,1972.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
161,10.9,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,False,M,1939.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
161,10.9,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,True,F,1937.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
161,10.9,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,False,M,1955.0,10.0,141.54,"$1,258,286,717,125 ",40.2,105.8,75.0,55.1,126.014024,23.634501,-102.552784
164,10.7,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,False,M,1929.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
165,10.6,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,True,M,1941.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
165,10.6,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,True,M,1950.0,1.0,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
167,10.5,Suleiman Kerimov & family,57.0,Russia,Moscow,Gold,Finance & Investments,True,M,1966.0,3.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
167,10.5,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,True,M,1984.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
167,10.5,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,True,M,1977.0,9.0,114.52,"$421,142,267,938 ",36.8,108.4,77.8,15.9,9.770529,23.424076,53.847818
170,10.3,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,True,M,1952.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
171,10.2,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,True,M,1979.0,11.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
171,10.2,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,False,M,1962.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
171,10.2,David Duffield,82.0,United States,Incline Village,Business software,Technology,True,M,1940.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
171,10.2,Jeffery Hildebrand,64.0,United States,Houston,Oil,Energy,True,M,1959.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
171,10.2,Viktor Rashnikov,74.0,Russia,Magnitogorsk,Steel,Manufacturing,True,M,1948.0,10.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
171,10.2,Eduardo Saverin,41.0,Singapore,Singapore,Facebook,Technology,True,M,1982.0,3.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
171,10.2,Georg Schaeffler,58.0,Germany,Herzogenaurach,Auto parts,Automotive,False,M,1964.0,10.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
171,10.2,Christy Walton,74.0,United States,Jackson,Walmart,Fashion & Retail,False,F,1949.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
179,10.1,Scott Farquhar,43.0,Australia,Sydney,Software,Technology,True,M,1979.0,12.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
179,10.1,Quek Leng Chan,81.0,Malaysia,Kuala Lumpur,"Banking, property",Diversified,False,M,1941.0,8.0,121.46,"$364,701,517,788 ",45.1,105.3,76.0,38.7,32.447385,4.210484,101.975766
179,10.1,Wu Yajun,59.0,China,Beijing,Real estate,Real Estate,True,F,1964.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
182,10.0,Autry Stephens,85.0,United States,Midland,Oil,Energy,True,M,1938.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
183,9.9,Liu Yongxing,74.0,China,Shanghai,Diversified,Service,True,M,1948.0,6.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
184,9.8,Vinod Adani,74.0,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,True,M,1949.0,1.0,114.52,"$421,142,267,938 ",36.8,108.4,77.8,15.9,9.770529,23.424076,53.847818
184,9.8,Nicolas Puech,80.0,Switzerland,Martigny,Hermes,Fashion & Retail,False,M,1943.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
184,9.8,"Jacques Saadé, Jr.",51.0,France,Marseille,Shipping,Logistics,False,M,1971.0,8.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
184,9.8,Rodolphe Saadé,53.0,France,Marseille,Shipping,Logistics,False,M,1970.0,3.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
184,9.8,Tanya Saadé Zeenny,55.0,France,Marseille,Shipping,Logistics,False,F,1968.0,2.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
184,9.8,Melker Schorling & family,75.0,Sweden,Stockholm,Investments,Finance & Investments,True,M,1947.0,5.0,110.51,"$530,832,908,738 ",67.0,126.6,82.5,49.1,10.285453,60.128161,18.643501
190,9.7,Andrei Guriev & family,63.0,Russia,Moscow,Fertilizers,Manufacturing,True,M,1960.0,3.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
190,9.7,Michael Kim,59.0,South Korea,Seoul,Private equity,Finance & Investments,True,M,1963.0,10.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
190,9.7,Lei Jun,53.0,China,Beijing,Smartphones,Technology,True,M,1969.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
190,9.7,Friedhelm Loh,76.0,Germany,Haiger,Manufacturing,Manufacturing,False,M,1946.0,8.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
190,9.7,Sun Piaoyang,64.0,China,Lianyungang,Pharmaceuticals,Healthcare,True,M,1958.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
195,9.6,Rick Cohen & family,70.0,United States,Keene,Warehouse automation,Technology,False,M,1952.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
195,9.6,Jin Baofang,70.0,China,Xingtai,Solar panels,Energy,True,M,1952.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
195,9.6,Luo Liguo & family,67.0,China,Ningbo,Chemicals,Manufacturing,True,M,1956.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
195,9.6,Marijke Mars,58.0,United States,Los Angeles,"Candy, pet food",Food & Beverage,False,F,1964.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
195,9.6,Pamela Mars,62.0,United States,Alexandria,"Candy, pet food",Food & Beverage,False,F,1960.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
195,9.6,Valerie Mars,64.0,United States,New York,"Candy, pet food",Food & Beverage,False,F,1959.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
195,9.6,Victoria Mars,66.0,United States,Philadelphia,"Candy, pet food",Food & Beverage,False,F,1956.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
202,9.5,Vincent Bolloré & family,71.0,France,Paris,Investments,Finance & Investments,False,M,1952.0,4.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
202,9.5,Jim Pattison,94.0,Canada,Vancouver,Diversified,Diversified,True,M,1928.0,10.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
204,9.4,Ernesto Bertarelli,57.0,Switzerland,Gstaad,"Biotech, investments",Healthcare,False,M,1965.0,9.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
204,9.4,Wang Xing,44.0,China,Beijing,Food delivery,Technology,True,M,1979.0,2.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
206,9.3,Brian Chesky,41.0,United States,San Francisco,Airbnb,Technology,True,M,1981.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
206,9.3,James Dyson,75.0,United Kingdom,Gloucestershire,Vacuums,Manufacturing,True,M,1947.0,5.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
208,9.2,Roman Abramovich & family,56.0,Russia,Moscow,"Steel, investments",Diversified,True,M,1966.0,10.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
208,9.2,Antonia Ax:son Johnson & family,79.0,Sweden,Stockholm,Diversified,Diversified,False,F,1943.0,9.0,110.51,"$530,832,908,738 ",67.0,126.6,82.5,49.1,10.285453,60.128161,18.643501
208,9.2,Daniel Kretinsky,47.0,Czech Republic,Prague,"Energy, investments",Energy,True,M,1975.0,7.0,116.48,"$246,489,245,495 ",64.1,100.7,79.0,46.1,10.669709,49.817492,15.472962
208,9.2,John Malone,82.0,United States,Elizabeth,Cable television,Media & Entertainment,True,M,1941.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
208,9.2,Azim Premji,77.0,India,Bangalore,Software services,Technology,False,M,1945.0,7.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
208,9.2,Charles Schwab,85.0,United States,Woodside,Discount brokerage,Finance & Investments,True,M,1937.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
208,9.2,Eric Smidt,63.0,United States,Beverly Hills,Hardware stores,Fashion & Retail,True,M,1960.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
215,9.0,David Cheriton,72.0,United States,Palo Alto,Google,Technology,True,M,1951.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
215,9.0,Ivan Glasenberg,66.0,Switzerland,Ruschlikon,Mining,Metals & Mining,True,M,1957.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
215,9.0,Alexander Otto,55.0,Germany,Hamburg,Real estate,Real Estate,False,M,1967.0,7.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
215,9.0,Anthony von Mandl,73.0,Canada,Vancouver,Alcoholic beverages,Food & Beverage,True,M,1950.0,3.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
215,9.0,Wang Liping & family,57.0,China,Changzhou,Hydraulic machinery,Manufacturing,True,M,1966.0,2.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
220,8.9,Finn Rausing,68.0,United Kingdom,London,Packaging,Food & Beverage,False,M,1955.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
220,8.9,Jorn Rausing,63.0,United Kingdom,Surrey,Packaging,Food & Beverage,False,M,1960.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
220,8.9,Kirsten Rausing,70.0,United Kingdom,Newmarket,Packaging,Food & Beverage,False,F,1952.0,6.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
223,8.8,Tatyana Bakalchuk,47.0,Russia,Moscow region,Ecommerce,Fashion & Retail,True,F,1975.0,10.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
223,8.8,John Doerr,71.0,United States,Woodside,Venture capital,Technology,True,M,1951.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
223,8.8,Richard Liu,49.0,China,Beijing,E-commerce,Technology,True,M,1974.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
223,8.8,Dustin Moskovitz,38.0,United States,San Francisco,Facebook,Technology,True,M,1984.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
223,8.8,Pierre Omidyar,55.0,United States,Honolulu,"EBay, PayPal",Technology,True,M,1967.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
223,8.8,Pei Zhenhua,64.0,China,Ningde,Batteries,Energy,True,M,1959.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
223,8.8,Carrie Perrodo & family,72.0,United Kingdom,London,Oil,Energy,False,F,1951.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
230,8.7,Chen Jianhua,52.0,China,Wujiang,Chemicals,Manufacturing,True,M,1971.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
230,8.7,Michael Otto,79.0,Germany,Hamburg,"Retail, real estate",Fashion & Retail,False,M,1943.0,4.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
232,8.6,Leon Black,71.0,United States,New York,Private equity,Finance & Investments,True,M,1951.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
232,8.6,Graeme Hart,67.0,New Zealand,Auckland,Investments,Finance & Investments,True,M,1955.0,6.0,114.24,"$206,928,765,544 ",82.0,100.0,81.9,34.6,4.841,-40.900557,174.885971
232,8.6,Ravi Jaipuria,68.0,India,Delhi,"Soft drinks, fast food",Food & Beverage,False,M,1954.0,11.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
232,8.6,Hasso Plattner & family,79.0,Germany,Heidelberg,Software,Technology,True,M,1944.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
232,8.6,Carlos Alberto Sicupira & family,75.0,Switzerland,St. Gallen,Beer,Food & Beverage,True,M,1948.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
232,8.6,Manuel Villar,73.0,Philippines,Manila,Real estate,Real Estate,True,M,1949.0,12.0,129.61,"$376,795,508,680 ",35.5,107.5,71.1,43.1,108.116615,12.879721,121.774017
232,8.6,Andreas von Bechtolsheim & family,67.0,United States,Palo Alto,Google,Technology,True,M,1955.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
239,8.5,"Chase Coleman, III.",47.0,United States,New York,Investments,Finance & Investments,True,M,1975.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
239,8.5,Ann Walton Kroenke,74.0,United States,Electra,Walmart,Fashion & Retail,False,F,1948.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
239,8.5,Li Zhenguo & family,55.0,China,Xi'an,Solar wafers and modules,Manufacturing,True,M,1968.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
242,8.4,Jim Kennedy,75.0,United States,Atlanta,"Media, automotive",Media & Entertainment,False,M,1947.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
242,8.4,Nicky Oppenheimer & family,77.0,South Africa,Johannesburg,Diamonds,Metals & Mining,False,M,1945.0,6.0,158.93,"$351,431,649,241 ",22.4,100.9,63.9,29.2,58.55827,-30.559482,22.937506
242,8.4,Blair Parry-Okeden,72.0,Australia,New South Wales,"Media, automotive",Media & Entertainment,False,F,1950.0,5.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
242,8.4,Zheng Shuliang & family,77.0,China,Binzhou,Aluminum products,Metals & Mining,False,F,1946.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
246,8.3,John Morris,75.0,United States,Springfield,Sporting goods retail,Fashion & Retail,True,M,1948.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
246,8.3,Stefano Pessina,81.0,Monaco,Monte Carlo,Drugstores,Fashion & Retail,False,M,1941.0,6.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
246,8.3,Francine von Finck & family,,Switzerland,Thurgau,Investments,Finance & Investments,False,F,,,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
249,8.2,Francis Choi,75.0,Hong Kong,Hong Kong,Real estate,Real Estate,True,M,1947.0,9.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
249,8.2,German Khan,61.0,Russia,Moscow,"Oil, banking, telecom",Energy,True,M,1961.0,10.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
249,8.2,Abdulsamad Rabiu,62.0,Nigeria,Lagos,"Cement, sugar",Diversified,False,M,1960.0,8.0,267.51,"$448,120,428,859 ",10.2,84.7,54.3,34.8,200.963599,9.081999,8.675277
249,8.2,George Roberts,79.0,United States,Atherton,Private equity,Finance & Investments,True,M,1943.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
249,8.2,Kushal Pal Singh,91.0,India,Delhi,Real estate,Real Estate,False,M,1931.0,8.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
249,8.2,Wang Jianlin,68.0,China,Beijing,Real estate,Real Estate,True,M,1954.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
